Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[phenotype]	Characteristics[single cell quality]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cell type]	Factor Value[single cell identifier]
Sample 32	ERS2544998	SAMEA4724861	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 32	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 32	sequencing assay	ERX2649008	SIN2772A32-40341434_2.fastq.gz	SIN2772A32-40341434_2.fastq.gz	ERR2632514	ERR2632514	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632514/ERR2632514_2.fastq.gz	302	152	transitional stage B cell	cell 32
Sample 33	ERS2544999	SAMEA4724862	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 33	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 33	sequencing assay	ERX2649009	SIN2772A33-40332933_1.fastq.gz	SIN2772A33-40332933_1.fastq.gz	ERR2632515	ERR2632515	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632515/ERR2632515_1.fastq.gz	302	152	transitional stage B cell	cell 33
Sample 33	ERS2544999	SAMEA4724862	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 33	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 33	sequencing assay	ERX2649009	SIN2772A33-40332933_2.fastq.gz	SIN2772A33-40332933_2.fastq.gz	ERR2632515	ERR2632515	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632515/ERR2632515_2.fastq.gz	302	152	transitional stage B cell	cell 33
Sample 34	ERS2545000	SAMEA4724863	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 34	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 34	sequencing assay	ERX2649010	SIN2772A34-40337865_1.fastq.gz	SIN2772A34-40337865_1.fastq.gz	ERR2632516	ERR2632516	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632516/ERR2632516_1.fastq.gz	302	152	transitional stage B cell	cell 34
Sample 34	ERS2545000	SAMEA4724863	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 34	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 34	sequencing assay	ERX2649010	SIN2772A34-40337865_2.fastq.gz	SIN2772A34-40337865_2.fastq.gz	ERR2632516	ERR2632516	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632516/ERR2632516_2.fastq.gz	302	152	transitional stage B cell	cell 34
Sample 35	ERS2545001	SAMEA4724864	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 35	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 35	sequencing assay	ERX2649011	SIN2772A35-40343432_1.fastq.gz	SIN2772A35-40343432_1.fastq.gz	ERR2632517	ERR2632517	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632517/ERR2632517_1.fastq.gz	302	152	transitional stage B cell	cell 35
Sample 35	ERS2545001	SAMEA4724864	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 35	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 35	sequencing assay	ERX2649011	SIN2772A35-40343432_2.fastq.gz	SIN2772A35-40343432_2.fastq.gz	ERR2632517	ERR2632517	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632517/ERR2632517_2.fastq.gz	302	152	transitional stage B cell	cell 35
Sample 36	ERS2545002	SAMEA4724865	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 36	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 36	sequencing assay	ERX2649012	SIN2772A36-40332920_1.fastq.gz	SIN2772A36-40332920_1.fastq.gz	ERR2632518	ERR2632518	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632518/ERR2632518_1.fastq.gz	302	152	transitional stage B cell	cell 36
Sample 36	ERS2545002	SAMEA4724865	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 36	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 36	sequencing assay	ERX2649012	SIN2772A36-40332920_2.fastq.gz	SIN2772A36-40332920_2.fastq.gz	ERR2632518	ERR2632518	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/008/ERR2632518/ERR2632518_2.fastq.gz	302	152	transitional stage B cell	cell 36
Sample 61	ERS2545003	SAMEA4724866	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 61	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 61	sequencing assay	ERX2649013	SIN2772A61-40351384_1.fastq.gz	SIN2772A61-40351384_1.fastq.gz	ERR2632519	ERR2632519	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632519/ERR2632519_1.fastq.gz	300	151	transitional stage B cell	cell 61
Sample 61	ERS2545003	SAMEA4724866	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 61	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 61	sequencing assay	ERX2649013	SIN2772A61-40351384_2.fastq.gz	SIN2772A61-40351384_2.fastq.gz	ERR2632519	ERR2632519	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632519/ERR2632519_2.fastq.gz	302	152	transitional stage B cell	cell 61
Sample 62	ERS2545004	SAMEA4724867	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 62	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 62	sequencing assay	ERX2649014	SIN2772A62-40354369_1.fastq.gz	SIN2772A62-40354369_1.fastq.gz	ERR2632520	ERR2632520	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632520/ERR2632520_1.fastq.gz	302	152	transitional stage B cell	cell 62
Sample 62	ERS2545004	SAMEA4724867	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 62	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 62	sequencing assay	ERX2649014	SIN2772A62-40354369_2.fastq.gz	SIN2772A62-40354369_2.fastq.gz	ERR2632520	ERR2632520	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/000/ERR2632520/ERR2632520_2.fastq.gz	302	152	transitional stage B cell	cell 62
Sample 63	ERS2545005	SAMEA4724868	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 63	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 63	sequencing assay	ERX2649015	SIN2772A63-40339707_1.fastq.gz	SIN2772A63-40339707_1.fastq.gz	ERR2632521	ERR2632521	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632521/ERR2632521_1.fastq.gz	300	151	transitional stage B cell	cell 63
Sample 63	ERS2545005	SAMEA4724868	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 63	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 63	sequencing assay	ERX2649015	SIN2772A63-40339707_2.fastq.gz	SIN2772A63-40339707_2.fastq.gz	ERR2632521	ERR2632521	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/001/ERR2632521/ERR2632521_2.fastq.gz	300	151	transitional stage B cell	cell 63
Sample 94	ERS2545006	SAMEA4724869	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 94	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 94	sequencing assay	ERX2649016	SIN2772A94-40338793_1.fastq.gz	SIN2772A94-40338793_1.fastq.gz	ERR2632522	ERR2632522	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632522/ERR2632522_1.fastq.gz	292	147	transitional stage B cell	cell 94
Sample 94	ERS2545006	SAMEA4724869	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 94	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 94	sequencing assay	ERX2649016	SIN2772A94-40338793_2.fastq.gz	SIN2772A94-40338793_2.fastq.gz	ERR2632522	ERR2632522	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/002/ERR2632522/ERR2632522_2.fastq.gz	302	152	transitional stage B cell	cell 94
Sample 95	ERS2545007	SAMEA4724870	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 95	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 95	sequencing assay	ERX2649017	SIN2772A95-40355357_1.fastq.gz	SIN2772A95-40355357_1.fastq.gz	ERR2632523	ERR2632523	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632523/ERR2632523_1.fastq.gz	302	152	transitional stage B cell	cell 95
Sample 95	ERS2545007	SAMEA4724870	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 95	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 95	sequencing assay	ERX2649017	SIN2772A95-40355357_2.fastq.gz	SIN2772A95-40355357_2.fastq.gz	ERR2632523	ERR2632523	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/003/ERR2632523/ERR2632523_2.fastq.gz	300	151	transitional stage B cell	cell 95
Sample 96	ERS2545008	SAMEA4724871	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 96	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 96	sequencing assay	ERX2649018	SIN2772A96-40339710_1.fastq.gz	SIN2772A96-40339710_1.fastq.gz	ERR2632524	ERR2632524	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632524/ERR2632524_1.fastq.gz	302	152	transitional stage B cell	cell 96
Sample 96	ERS2545008	SAMEA4724871	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 96	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 96	sequencing assay	ERX2649018	SIN2772A96-40339710_2.fastq.gz	SIN2772A96-40339710_2.fastq.gz	ERR2632524	ERR2632524	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/004/ERR2632524/ERR2632524_2.fastq.gz	302	152	transitional stage B cell	cell 96
Sample 97	ERS2545009	SAMEA4724872	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 97	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 97	sequencing assay	ERX2649019	SIN2772A97-40337871_1.fastq.gz	SIN2772A97-40337871_1.fastq.gz	ERR2632525	ERR2632525	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632525/ERR2632525_1.fastq.gz	302	152	transitional stage B cell	cell 97
Sample 97	ERS2545009	SAMEA4724872	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 97	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 97	sequencing assay	ERX2649019	SIN2772A97-40337871_2.fastq.gz	SIN2772A97-40337871_2.fastq.gz	ERR2632525	ERR2632525	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/005/ERR2632525/ERR2632525_2.fastq.gz	300	151	transitional stage B cell	cell 97
Sample 98	ERS2545010	SAMEA4724873	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 98	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 98	sequencing assay	ERX2649020	SIN2772A98-40333915_1.fastq.gz	SIN2772A98-40333915_1.fastq.gz	ERR2632526	ERR2632526	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632526/ERR2632526_1.fastq.gz	298	150	transitional stage B cell	cell 98
Sample 98	ERS2545010	SAMEA4724873	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 98	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 98	sequencing assay	ERX2649020	SIN2772A98-40333915_2.fastq.gz	SIN2772A98-40333915_2.fastq.gz	ERR2632526	ERR2632526	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/006/ERR2632526/ERR2632526_2.fastq.gz	302	152	transitional stage B cell	cell 98
Sample 99	ERS2545011	SAMEA4724874	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 99	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 99	sequencing assay	ERX2649021	SIN2772A99-40345434_1.fastq.gz	SIN2772A99-40345434_1.fastq.gz	ERR2632527	ERR2632527	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632527/ERR2632527_1.fastq.gz	300	151	transitional stage B cell	cell 99
Sample 99	ERS2545011	SAMEA4724874	Homo sapiens	adult	A	33	year	EFO	UO_0000036	female	normal	blood	transitional stage B cell	CD19+ IgD+ CD27- CD10+	OK	FACS	smart-seq2	none	polyA RNA	oligo-dT	cell	P-MTAB-75739	P-MTAB-75740	P-MTAB-75741	Sample 99	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	150	0	5'-3'-3'-5'	P-MTAB-75742	Garvan Institute	Sample 99	sequencing assay	ERX2649021	SIN2772A99-40345434_2.fastq.gz	SIN2772A99-40345434_2.fastq.gz	ERR2632527	ERR2632527	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/007/ERR2632527/ERR2632527_2.fastq.gz	300	151	transitional stage B cell	cell 99
